cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	Concepticon_Gloss	Concepticon_ID	concept_url
the Salang-Sigule list	1330/1331	òfeuna	NA	de eerste <unsp.>	first (in space) [ID_1330]; first (in time) [ID_1331]	pertama [ID_1330]; pertama kali [ID_1331]	903	914	939	FALSE										FIRST	728	https://concepticon.clld.org/parameters/728
the Salang-Sigule list	1332/1333	tòlifoeli	NA	de tweede <unsp.>	second (in space) [ID_1332]; second (in time) [ID_1333]	kedua [ID_1332]; kedua kali [ID_1333]	904	915	940	FALSE										SECOND	1384	https://concepticon.clld.org/parameters/1384
the Salang-Sigule list	1338	laufè	NA	hoeveel	how much, how many	berapa	825	842	943	FALSE										HOW MANY	822	https://concepticon.clld.org/parameters/822
the Salang-Sigule list	1339	ogoeja	NA	veel	many, much	banyak	826	843	944	TRUE	many									MANY	1198	https://concepticon.clld.org/parameters/1198
the Salang-Sigule list	1340	atoefeu	NA	weinig	few, a little	sedikit	827	844	945	TRUE	few									A LITTLE	2924	https://concepticon.clld.org/parameters/2924
the Salang-Sigule list	1347	oelang	NA	meer	more	lebih	828	845	952	FALSE										MORE	1992	https://concepticon.clld.org/parameters/1992
the Salang-Sigule list	1349	ambeu	NA	minder	less	kurang	829	846	953	FALSE										FEW	1242	https://concepticon.clld.org/parameters/1242
the Salang-Sigule list	1350	mahalè	NA	alle, alles	all	semua	830	847	954	TRUE										ALL	98	https://concepticon.clld.org/parameters/98
the Salang-Sigule list	1356	èchè	NA	enkele	a few, some	beberapa	832	849	-	TRUE	some									FEW	1242	https://concepticon.clld.org/parameters/1242
the Salang-Sigule list	1357	i-oetoe	NA	ik	I	saya	837	853	960	TRUE										I	1209	https://concepticon.clld.org/parameters/1209
the Salang-Sigule list	1358	i-oetoe	NA	ik zelf	I myself	saya sendiri	-	858	961	FALSE										I	1209	https://concepticon.clld.org/parameters/1209
the Salang-Sigule list	1359	i-eugeu	NA	gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou									THOU	1215	https://concepticon.clld.org/parameters/1215
the Salang-Sigule list	1363	ihi	NA	hij	he	ia, kata ganti orang ke III tunggal (laki-laki)	839	855	963	TRUE										HE	1211	https://concepticon.clld.org/parameters/1211
the Salang-Sigule list	1365	jaga	NA	wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)									WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131
the Salang-Sigule list	1366	i-eugeu	NA	wij (met uitsluiting der toegesproken persoon)	we (exclusive)	kami (kata ganti orang ke II jamak)	841	857	965	TRUE	we (excl.)									WE (EXCLUSIVE)	1130	https://concepticon.clld.org/parameters/1130
the Salang-Sigule list	1369/1370	goe	43	mijn <unsp.>	my (sing.) [ID_1369]; my (pl.) [ID_1370]	kata ganti empunya orang ke I tunggal [ID_1369]; kata ganti empunya orang ke I jamak [ID_1370]	846	861	-	FALSE							e.g. “nòhígoe”			MY	2090	https://concepticon.clld.org/parameters/2090
the Salang-Sigule list	1373/1374	ni nòhini	NA	uw <unsp.>	your (sing.) [ID_1373]; your (pl.) [ID_1374]	kata ganti empunya orang ke II tunggal [ID_1373]; kata ganti empunya orang ke II jamak [ID_1374]	847	862	970	FALSE										YOUR (SINGULAR)	732	https://concepticon.clld.org/parameters/732
the Salang-Sigule list	1375/1376	lah nòhilah	NA	hun <unsp.>	their (female) [ID_1375]; their (male) [ID_1376]	kata ganti empunya orang ke III jamak (perempuan) [ID_1375]; kata ganti empunya orang ke III jamak (laki-laki) [ID_1376]	848	863	971	FALSE										THEIR	2400	https://concepticon.clld.org/parameters/2400
the Salang-Sigule list	1379	ai-teu-i	NA	wie	who?	siapa	850	865	973	TRUE	who									WHO	1235	https://concepticon.clld.org/parameters/1235
the Salang-Sigule list	1380	ai-teu-i	NA	wat	what?	apa	851	866	974	TRUE	what									WHAT	1236	https://concepticon.clld.org/parameters/1236
the Salang-Sigule list	1383	jachona	NA	deze	this	ini	853	868	976	TRUE										THIS	1214	https://concepticon.clld.org/parameters/1214
the Salang-Sigule list	1385	néh	NA	die (dicht bij)	that (nearby)	itu (dekatmu)	854	869	-	FALSE										THAT	78	https://concepticon.clld.org/parameters/78
the Salang-Sigule list	1386	hanén	NA	die (veraf)	that (faraway)	itu (di sana)	854	869	-	TRUE	that									THAT	78	https://concepticon.clld.org/parameters/78
the Salang-Sigule list	1388	mandé	NA	hier	here	di sini	855	870	979	TRUE										HERE	136	https://concepticon.clld.org/parameters/136
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			sênajan							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			sêlassa							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			raboeh							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			hami/chamè							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			dima-at							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			saptoe							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1394	loe-ó	44	dag (en tijden van dag)	day	hari	781	805	983	TRUE			ahad							DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Salang-Sigule list	1398	naiteu	NA	licht	light	sinar	292	294	985	FALSE										LIGHT (RADIATION)	630	https://concepticon.clld.org/parameters/630
the Salang-Sigule list	1402	acheumí	NA	nacht (en tijden van nacht)	night (time of the night)	malam	787	808	-	TRUE	night									NIGHT	1233	https://concepticon.clld.org/parameters/1233
the Salang-Sigule list	1406	tahoen	NA	jaar	year	tahun	785	807	990	TRUE										YEAR	1226	https://concepticon.clld.org/parameters/1226
the Salang-Sigule list	1407	moesin	NA	moesson	monsoon	musim	789	809	-	FALSE										SEASON	691	https://concepticon.clld.org/parameters/691
the Salang-Sigule list	1408	èlalí-í	NA	nu	now	sekarang	790	810	991	FALSE										NOW	1376	https://concepticon.clld.org/parameters/1376
the Salang-Sigule list	1409	fai-eu	NA	straks	shortly	sebentar lagi	791	811	992	FALSE										SOON	703	https://concepticon.clld.org/parameters/703
the Salang-Sigule list	1411	òfeuna	NA	vroeger	formerly	tempo hari	793	812	993	FALSE										ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
the Salang-Sigule list	1416	mènó-a	NA	zoe_ven	a moment ago	tadi	797	815	995	FALSE										ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
the Salang-Sigule list	1418	mènèfí	NA	gisteren	yesterday	kemarin	798	816	997	FALSE										YESTERDAY	1174	https://concepticon.clld.org/parameters/1174
the Salang-Sigule list	1419	mèloefoengi	NA	eergisteren	the day before yesterday	kemarin dulu	799	817	998	FALSE										DAY BEFORE YESTERDAY	1180	https://concepticon.clld.org/parameters/1180
the Salang-Sigule list	1420	inaucheu-í	NA	vandaag	today	hari ini	800	818	999	FALSE										TODAY	1283	https://concepticon.clld.org/parameters/1283
the Salang-Sigule list	1422	foengi sóboeh	NA	morgen	tomorrow	besok	801	819	1001	FALSE										TOMORROW	1329	https://concepticon.clld.org/parameters/1329
the Salang-Sigule list	1423	iló foengí	NA	overmorgen	the day after tomorrow	lusa	802	820	1002	FALSE										DAY AFTER TOMORROW	1179	https://concepticon.clld.org/parameters/1179
the Salang-Sigule list	1427	ingafa-i	NA	wanneer	when	kapan, bilamana	835	851	1006	TRUE										WHEN	1238	https://concepticon.clld.org/parameters/1238
the Salang-Sigule list	1428	mòla atoea	NA	reeds	already	sudah	805	823	1007	FALSE										ALREADY	2576	https://concepticon.clld.org/parameters/2576
the Salang-Sigule list	1429	adeuna-ò	NA	nog niet	not yet	belum	806	824	1008	FALSE										YET	2577	https://concepticon.clld.org/parameters/2577
the Salang-Sigule list	1431	oetaro	NA	noord	north	utara	807	825	1010	FALSE										NORTH	1598	https://concepticon.clld.org/parameters/1598
the Salang-Sigule list	1432	selatan	NA	zuid	south	selatan	808	826	1011	FALSE										SOUTH	1595	https://concepticon.clld.org/parameters/1595
the Salang-Sigule list	1433	timòl djati	NA	oost	east	timur	809	827	1012	FALSE										EAST	1877	https://concepticon.clld.org/parameters/1877
the Salang-Sigule list	1434	barat tepat	NA	west	west	barat	810	828	1013	FALSE										WEST	1817	https://concepticon.clld.org/parameters/1817
the Salang-Sigule list	1435	bilòq	NA	links	left	kiri	775	801	1014	TRUE	left (side)									LEFT	244	https://concepticon.clld.org/parameters/244
the Salang-Sigule list	1436	ambeuleu	NA	rechts	right	kanan	776	802	1015	TRUE	right (side)									RIGHT	1019	https://concepticon.clld.org/parameters/1019
the Salang-Sigule list	1437	failawa	NA	boven, op	up, upper, above	di atas	811	829	1016	FALSE										UP OR ABOVE	2379	https://concepticon.clld.org/parameters/2379
the Salang-Sigule list	1439	foelie failawa	NA	van boven	from above	dari atas	812	830	1018	FALSE										ABOVE	1741	https://concepticon.clld.org/parameters/1741
the Salang-Sigule list	1440	fa-aleu	NA	onder	under	di bawah	813	831	1019	FALSE										BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
the Salang-Sigule list	1441	foeli fa-aleu	NA	van onderen	from underneath	dari bawah	814	832	1020	FALSE										BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
the Salang-Sigule list	1442/1443	foèli mandé-í mi mènèn	NA	van-tot <unsp.>	from-to (place) [ID_1442]; from-to (time) [ID_1443]	dari-hingga (tempat) [ID_1442]; dari-hingga (waktu) [ID_1443]	804	822	1021	FALSE										NA	NA	NA
the Salang-Sigule list	1446	foeli fai	NA	van	from	dari	817	834	-	FALSE										FROM	693	https://concepticon.clld.org/parameters/693
the Salang-Sigule list	1447	lêntó'	NA	tot	until	hingga	818	835	-	FALSE										UNTIL	2753	https://concepticon.clld.org/parameters/2753
the Salang-Sigule list	1450	fai baha	NA	in	in, inside	di (dalam)	821	838	1022	TRUE	in									INSIDE	1606	https://concepticon.clld.org/parameters/1606
the Salang-Sigule list	1451	fai éte	NA	uit	out, outside	luar, (di) luar	822	839	-	FALSE										OUTSIDE	762	https://concepticon.clld.org/parameters/762
the Salang-Sigule list	1452	ateu	NA	nabij	nearby	di dekat, di	774	800	1023	TRUE	near									NEAR	1942	https://concepticon.clld.org/parameters/1942
the Salang-Sigule list	1453	adeuwoe	NA	veraf	far	jauh	777	803	1024	TRUE										FAR	1406	https://concepticon.clld.org/parameters/1406
the Salang-Sigule list	1454	salingkòr	NA	rondom	around, surrounding	se-kellling	778	804	1025	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1460	ahoe	NA	waar	where	di mana	834	850	1030	TRUE										WHERE	1237	https://concepticon.clld.org/parameters/1237
the Salang-Sigule list	1461	ati àjà	NA	hoe	how	bagaimana	824	841	1031	TRUE										HOW	1239	https://concepticon.clld.org/parameters/1239
the Salang-Sigule list	1465	atibalí	NA	waarom	why	mengapa	836	852	1034	FALSE										WHY	1270	https://concepticon.clld.org/parameters/1270
the Salang-Sigule list	1466	têmtòe	NA	zeker	certainly, sure	pasti	857	872	-	FALSE										CERTAIN	509	https://concepticon.clld.org/parameters/509
the Salang-Sigule list	1467	kadang	NA	misschien	maybe	barangkali	858	873	1035	FALSE										PERHAPS	2278	https://concepticon.clld.org/parameters/2278
the Salang-Sigule list	1470	samò	NA	met	with	dengan	860	875	1038	TRUE										WITH	1340	https://concepticon.clld.org/parameters/1340
the Salang-Sigule list	1471	jadeu achoe	NA	neen	no	tidak	861	876	1039	FALSE										NO	1269	https://concepticon.clld.org/parameters/1269
the Salang-Sigule list	1472	oe	NA	ja	yes	ya	862	877	1040	FALSE										YES	1268	https://concepticon.clld.org/parameters/1268
the Salang-Sigule list	1474	tìngà	NA	niet (bukan)	not, no	bukan	863	878	1041	TRUE	not									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
the Salang-Sigule list	1475	beu-i	NA	niet (jangan)	not, no	jangan	863	878	1041	TRUE	not									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
the Salang-Sigule list	1477	na-ingaja	NA	slechts	only	hanya	865	880	1042	FALSE										ONLY	1580	https://concepticon.clld.org/parameters/1580
the Salang-Sigule list	1478	ateu	NA	bijna	almost	hampir	867	882	1043	FALSE										ALMOST	4046	https://concepticon.clld.org/parameters/4046
the Salang-Sigule list	1479	ati-a	NA	maar	but	tetapi	866	881	-	FALSE										BUT	3843	https://concepticon.clld.org/parameters/3843
the Salang-Sigule list	1481	ai-ti-a	NA	echter	however, nevertheless	walaupun, meskipun	868	883	-	FALSE										BUT	3843	https://concepticon.clld.org/parameters/3843
the Salang-Sigule list	1486	adue achó	NA	geen	no, not a, none	tidak, tidak ada, bukan	831	848	-	FALSE										NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
